Root.organism.name,text
PORPHYROMONAS,"Porphyromonas gingivalis belongs to the phylum Bacteroidetes and is a nonmotile, Gram-negative, rod-shaped, anaerobic, pathogenic bacterium. It forms black colonies on blood agar.
It is found in the oral cavity, where it is implicated in certain forms of periodontal disease,[1] as well as the upper gastrointestinal tract, respiratory tract, and in the colon. It has also been isolated from women with bacterial vaginosis.[2] Collagen degradation observed in chronic periodontal disease results in part from the collagenase enzymes of this species. It has been shown in an in vitro study that P. gingivalis can invade human gingival fibroblasts and can survive in them in the presence of considerable concentrations of antibiotics.[3] P. gingivalis also invades gingival epithelial cells in high numbers, in which cases both bacteria and epithelial cells survive for extended periods of time. High levels of specific antibodies can be detected in patients harboring P. gingivalis.
In addition, P. gingivalis has been linked to rheumatoid arthritis. It contains the enzyme peptidyl-arginine deiminase, which is involved in citrullination.[4] Patients with rheumatoid arthritis have an increased incidence of periodontal disease[citation needed] and antibodies against the bacterium are significantly more common in these patients.[5]
P. gingivalis is divided into K-serotypes based upon capsular antigenicity of the various types.[6]"
PREVOTELLA,"Prevotella is a genus of Gram-negative bacteria.
Bacteroides melaninogenicus has been reclassified and split into Prevotella melaninogenica and Prevotella intermedia.[1]
Prevotella spp. are members of the oral and vaginal flora, and are recovered from anaerobic infections of the respiratory tract. These infections include aspiration pneumonia, lung abscess, pulmonary empyema, and chronic otitis media and sinusitis. They have been isolated from abscesses and burns in the vicinity of the mouth, bites, paronychia, urinary tract infection, brain abscesses, osteomyelitis, and bacteremia associated with upper respiratory tract infections. Prevotella spp. predominate in periodontal disease and periodontal abscesses. [2]
In a study of gut bacteria of children in Burkina Faso (in Africa), Prevotella made up 53% of the gut bacteria, but were absent in age-matched European children.[3] Studies also indicate that long-term diet is strongly associated with the gut microbiome composition_those who eat plenty of protein and animal fats typical of Western diet have predominantly Bacteroides bacteria, while for those who consume more carbohydrates, especially fibre, the Prevotella species dominate.[4]
P. copri is possibly connected to rheumatoid arthritis.[5]
A recent study on Prevotella derived from humans compared the gene repertoires of its species derived from different body sites of human. It also reported an open pan- genome showing vast diversity of gene pool. [6]"
PROPIONIBACTERIUM,"Propionibacterium is a Gram-positive, rod-shaped genus of bacteria named for their unique metabolism: They are able to synthesize propionic acid by using unusual transcarboxylase enzymes.[3]
Its members are primarily facultative parasites and commensals of humans and other animals, living in and around the sweat glands, sebaceous glands, and other areas of the skin. They are virtually ubiquitous and do not cause problems for most people, but propionibacteria have been implicated in acne and other skin conditions.[4] One study found the Propionibacterium was the most prevalent human skin-associated genus of microorganisms.[5]
Members of the genus Propionibacterium are widely used in the production of vitamin B12, tetrapyrrole compounds, and propionic acid, as well as in the probiotics and cheese industries.[6]
The strain Propionibacterium freudenreichii subsp. shermanii is used in cheesemaking to create CO2 bubbles that become ""eyes""ãround holes in the cheese.[7]"
PROTEUS,"Proteus is a genus of Gram-negative Proteobacteria. Proteus bacilli are widely distributed in nature as saprophytes, being found in decomposing animal matter, sewage, manure soil, and human and animal feces. They are opportunistic pathogens, commonly responsible for urinary and septic infections, often nosocomial."
PROTOTHECA,"In taxonomy, Prototheca is a genus of algae, specifically of the Chlorellaceae.[2] Some species can cause the disease protothecosis."
PROVIDENCIA,"Providencia is a Gram negative, motile bacterium of the family Enterobacteriaceae. Some strains (P. stuartii, for example) are opportunistic pathogens in humans and can cause urinary tract infections, particularly in patients with long-term indwelling urinary catheters or extensive severe burns. Other strains (for example P. burhodogranariea and P. sneebia) are found in the haemolymph of Drosophila melanogaster fruit flies.[1]
Some strains are sensitive to ampicillin."
PSEUDALLESCHERIA,Pseudallescheria is a genus of fungi in the family Microascaceae.
PSEUDOCLAVIBACTER,No entry
PSEUDOMONAS,"Pseudomonas is a genus of Gram-negative, aerobic gammaproteobacteria, belonging to the family Pseudomonadaceae containing 191 validly described species.[1] The members of the genus demonstrate a great deal of metabolic diversity, and consequently are able to colonize a wide range of niches.[2] Their ease of culture in vitro and availability of an increasing number of Pseudomonas strain genome sequences has made the genus an excellent focus for scientific research; the best studied species include P. aeruginosa in its role as an opportunistic human pathogen, the plant pathogen P. syringae, the soil bacterium P. putida, and the plant growth-promoting P. fluorescens.
Because of their widespread occurrence in water and plant seeds such as dicots, the pseudomonads were observed early in the history of microbiology. The generic name Pseudomonas created for these organisms was defined in rather vague terms by Walter Migula in 1894 and 1900 as a genus of Gram-negative, rod-shaped and polar-flagellated bacteria with some sporulating species,[3][4] the latter statement was later proved incorrect and was due to refractive granules of reserve materials.[5] Despite the vague description, the type species, Pseudomonas pyocyanea (basonym of Pseudomonas aeruginosa), proved the best descriptor.[5]"
PSYCHROBACTER,"Psychrobacter is a genus of Gram-negative, osmotolerant, oxidase-positive, psychrophilic or psychrotolerant, aerobic bacteria which belong to the family of Moraxellaceae and the class of Gammaproteobacteria.[1][2][3][4] The shape is typically cocci or coccobacilli.[5] Some of those bacteria were isolated from humans and can cause humans infections like endocarditis and peritonitis.[6][7] This genus of bacteria is capable to grow at temperatures between -10 degree C and 42 degree C.[8] Rudi Rossau found through DNA-rRNA hybridization analysis, that Psychrobacter belongs to the family of Moraxellaceae.[9] The first species (Psychrobacter immobilis) was described by Ellioz Juni and Gloria A. Heym.[10] Psychrobacter occur in wide range of moist, cold saline habitats.[8][11] But they also occur in warm and slightly saline habitats.[4][12]"
RABIES CLINICAL WITH NO ORGANISM,No entry
RAHNELLA,No entry
RALSTONIA,"Ralstonia is a genus of Proteobacteria, previously included in the genus Pseudomonas. It is named after the American bacteriologist E. Ralston."
RAOULTELLA,"The genus Raoultella is composed of Gram-negative, oxidase-negative, aerobic, nonmotile, capsulated, facultatively anaerobic rods (formerly designated Klebsiella) in the family Enterobacteriaceae. It is named after the French bacteriologist Didier Raoult.[1]
Members of genus Raoultella grow at 10degree C consistent with their recovery from plants, soil, and water, whereas members of Klebsiella (Klebsiella oxytoca is an exception, and a proposal to classify K. oxytoca in a separate, unnamed genus has been made.)[2] do not grow at 10degree C and are mainly recovered from mammals' mucosae.[citation needed]
It consists of species Raoultella ornitholytica, Raoultella planticola and Raoultella terrigena.[3]
A phylogenetic tree of Klebsiella, based on a 2.93-Mbp alignment, unambiguously places R. ornitholytica sister to K. oxytoca within the larger Klebsiella phylogeny and suggests abandoning the Raoultella genus designation.[4]"
REOVIRUSES,"Reoviridae is a family of viruses. They have a wide host range, including vertebrates, invertebrates, plants, and fungi.[1] There are currently 87 species in this family, divided among 30 genera.[2] Reoviruses can affect the gastrointestinal system (such as Rotavirus) and respiratory tract.[3] The name ""Reo-"" is derived from respiratory enteric orphan viruses.[4] The term ""orphan virus"" refers to the fact that some of these viruses have been observed not associated with any known disease. Even though viruses in the Reoviridae family have more recently been identified with various diseases, the original name is still used.
Reovirus infection occurs often in humans, but most cases are mild or subclinical. Rotavirus, however, can cause severe diarrhea and intestinal distress in children. The virus can be readily detected in feces, and may also be recovered from pharyngeal or nasal secretions, urine, cerebrospinal fluid, and blood. Despite the ease of finding Reovirus in clinical specimens, their role in human disease or treatment is still uncertain.
Some viruses of this family infect plants. For example, Phytoreovirus and Oryzavirus."
RHINOCLADIELLA,No entry
RHINOVIRUS,"Rhinoviruses (from the Greek (gen.) ""nose"") are the most common viral infectious agents in humans and are the predominant cause of the common cold. Rhinovirus infection proliferates in temperatures between 33-35 degrees C, the temperatures found in the nose. Rhinoviruses consist of three species in the genus Enterovirus of the Picornaviridae family of viruses.
There are 99 recognized types of human rhinoviruses that differ according to their surface proteins. They are lytic in nature and are among the smallest viruses, with diameters of about 30 nanometers. By comparison, other viruses such as smallpox and vaccinia are around 10 times larger at about 300 nanometers."
RHIZOBIUM,"Rhizobium is a genus of Gram-negative soil bacteria that fix nitrogen. Rhizobium forms an endosymbiotic nitrogen fixing association with roots of legumes and Parasponia.
The bacteria colonize plant cells within root nodules; here the bacteria convert atmospheric nitrogen to ammonia and then provide organic nitrogenous compounds such as glutamine or ureides to the plant. The plant provides the bacteria with organic compounds made by photosynthesis.[2]"
RHIZOMUCOR,"Rhizomucor is a genus of fungi in the Mucoraceae family. The widespread genus contains six species.[1] Rhizomucor parasiticus, the species originally selected as the type, is now considered synonymous with Rhizomucor pusillus.[2]
"
RHIZOPUS,"Rhizopus is a genus of common saprophytic fungi on plants and specialized parasites on animals. They are found on a wide variety of organic substrates, including ""mature fruits and vegetables"",[2] jellies, syrups, leather, bread, peanuts, and tobacco. Some Rhizopus species are opportunistic agents of human zygomycosis (fungal infection) and can be fatal. Rhizopus infections may also be a complication of diabetic ketoacidosis.[3] This widespread genus includes at least eight species.[4][5]
Rhizopus species grow as filamentous, branching hyphae that generally lack cross-walls (i.e., they are coenocytic). They reproduce by forming asexual and sexual spores. In asexual reproduction, sporangiospores are produced inside a spherical structure, the sporangium. Sporangia are supported by a large apophysate columella atop a long stalk, the sporangiophore. Sporangiophores arise among distinctive, root-like rhizoids. In sexual reproduction, a dark zygospore is produced at the point where two compatible mycelia fuse. Upon germination, a zygospore produces colonies that are genetically different from either parent.
R. microsporus var. oligosporus is used to make tempeh, a fermented food derived from soybeans.
R. oryzae is used in the production of alcoholic beverages in parts of Asia and Africa.
Rhizopus stolonifer (black bread mold) causes fruit rot on strawberry, tomato, and sweet potato and used in commercial production of fumaric acid and cortisone.
Various species, including R. stolonifer, may cause soft rot in sweet potatoes and Narcissus."
RHODOCOCCUS,"Rhodococcus is a genus of aerobic, nonsporulating, nonmotile Gram-positive bacteria closely related to Mycobacterium and Corynebacterium.[1][2] While a few species are pathogenic, most are benign, and have been found to thrive in a broad range of environments, including soil, water, and eukaryotic cells. Fully sequenced in October 2006, the genome is known to be 9.7 megabasepairs long and 67% G/C.[3]
Strains of Rhodococcus are important owing to their ability to catabolize a wide range of compounds and produce bioactive steroids, acrylamide, and acrylic acid, and their involvement in fossil fuel biodesulfurization.[3] This genetic and catabolic diversity is not only due to the large bacterial chromosome, but also to the presence of three large linear plasmids.[1] Rhodococcus is also an experimentally advantageous system owing to a relatively fast growth rate and simple developmental cycle, but is not well characterized.[3]
Another important application of Rhodococcus comes from bioconversion, using biological systems to convert cheap starting material into more valuable compounds, such as its ability to metabolize harmful environmental pollutants, including toluene, naphthalene, herbicides, and PCBs. Rhodococcus species typically metabolize aromatic substrates by first oxygenating the aromatic ring to form a diol (two alcohol groups). Then, the ring is cleaved with intra/extradiol mechanisms, opening the ring and exposing the substrate to further metabolism. Since the chemistry is very stereospecific, the diols are created with predictable chirality. While controlling the chirality of chemical reaction presents a significant challenge for synthetic chemists, biological processes can be used instead to faithfully produce chiral molecules in cases where direct chemical synthesis is not feasible or efficient. An example of this is the use of Rhodococcus to produce indene, a precursor to the AIDS drug indinavir, a protease inhibitor, and containing two of the five chiral centers needed in the complex.[4]"
RHODOTORULA,"Rhodotorula is a genus of unicellular pigmented yeasts, part of the division Basidiomycota. It is readily identifiable by distinctive orange/red colonies when grown on SDA (Sabouraud's Dextrose Agar). This distinctive color is the result of pigments that the yeast creates to block out certain wavelengths of light that would otherwise be damaging to the cell."
RICKETTSIA,"Rickettsia is a genus of nonmotile, Gram-negative, nonspore-forming, highly pleomorphic bacteria that can present as cocci (0.1 micrometres in diameter), rods (1-4 micrometres long), or thread-like (10 micrometres long). Being obligate intracellular parasites, the Rickettsia survival depends on entry, growth, and replication within the cytoplasm of eukaryotic host cells (typically endothelial cells).[8]
Because of this, Rickettsia cannot live in artificial nutrient environments and is grown either in tissue or embryo cultures (typically, chicken embryos are used). In the past, it was positioned somewhere between viruses and true bacteria. However, unlike Chlamydia, Mycoplasma, and Ureaplasma, rickettsial organisms possess true cell walls similar to other Gram-negative bacteria.[9] The majority of Rickettsia bacteria are susceptible to antibiotics of the tetracycline group.
Despite the similar name, Rickettsia bacteria do not cause rickets, which is a result of vitamin D deficiency. Instead, they are named after Howard Taylor Ricketts.
Rickettsia species are carried by many arthropods, including chiggers, ticks, fleas, and lice, and cause diseases in humans such as typhus, rickettsialpox, Boutonneuse fever, African tick bite fever, Rocky Mountain spotted fever, Flinders Island spotted fever and Queensland tick typhus (Australian tick typhus).[10] They have also been associated with a range of plant diseases. The name rickettsia is often used for any member of the Rickettsiales. They are one of closest living relatives to the bacteria that were the origin of the mitochondria organelles that exist inside most eukaryotic cells.
The method of growing Rickettsia in chicken embryos was invented by Ernest William Goodpasture and his colleagues at Vanderbilt University in the early 1930s."
ROBINSONIELLA,No entry
ROSEOMONAS,No entry
ROTHIA,No entry
RUBELLA VIRUS,"Rubella virus (RuV) is the pathogenic agent of the disease rubella, and is the cause of congenital rubella syndrome when infection occurs during the first weeks of pregnancy.
Rubella virus is the only member of the genus Rubivirus and belongs to the family of Togaviridae, whose members commonly have a genome of single-stranded RNA of positive polarity which is enclosed by an icosahedral capsid.
The molecular basis for the causation of congenital rubella syndrome are not yet completely clear, but in vitro studies with cell lines showed that rubella virus has an apoptotic effect on certain cell types. There is evidence for a p53-dependent mechanism.[1]"
RUMINOCOCCUS,"Ruminococcus is a genus of bacteria in the class Clostridia. They are anaerobic, Gram-positive gut microbes. One or more species in this genus are found in significant numbers in the intestines of humans. The type species is R. flavefaciens. As usual, bacteria taxonomy is in flux, with Clostridia being paraphyletic, and some erroneous members of Ruminococcus being reassigned to a new genus Blautia on the basis of 16S rRNA gene sequences.[1]"
SACCHAROMYCES,"Saccharomyces is a genus in the kingdom of fungi that includes many species of yeast. Saccharomyces is from Greek sugar and mushroom and means sugar fungus. Many members of this genus are considered very important in food production. It is known as the brewer's yeast or baker's yeast. They are unicellular and saprophytic fungi. One example is Saccharomyces cerevisiae, which is used in making wine, bread, and beer. Other members of this genus include the wild yeast Saccharomyces paradoxus that is the closest relative to S. cerevisiae, Saccharomyces bayanus, used in making wine, and Saccharomyces boulardii, used in medicine."
SACCHAROPOLYSPORA,Saccharopolyspora is a genus of bacteria within the family Pseudonocardiaceae.
SAGENOMELLA,"Sagenomella is a genus of filamentous Ascomycota fungus that has reported to cause systemic illness in animals. The genus was circumscribed by Walter Gams in 1978.[1]
Sagenomella chlamydospora has been reported to cause a systemic illness in dogs.[2]
They are normally considered a non-dermatophytic fungi.[3] Both skeletal and visceral phaeohyphomycosis due to granuloma formation have been reported, and iatrogenic infections associated with wound dehiscence is common. Clinical signs of Sagenomella spp. infections are often vague and most cases cited report sudden death as a consistent sign.[4] Thick-walled fungal hyphae are usually detected in impression smears from skin lesions. Staining with periodic acid-Schiff stain is usually confirmatory."
SAKSENAEA,"Saksenaea is a genus of fungi in the Saksenaeaceae family. First described in 1953,[1] the genus contains two pathogenic species capable of causing severe human infections.[2]"
SALMONELLA,"Salmonella is a genus of rod-shaped (bacillus) bacteria of the Enterobacteriaceae family. There are two species of Salmonella, Salmonella bongori and Salmonella enterica. Salmonella enterica is further divided into six subspecies and over 2500 serovars.
Salmonellae are found worldwide in both cold-blooded and warm-blooded animals, and in the environment. Strains of Salmonella cause illnesses such as typhoid fever, paratyphoid fever, and food poisoning (Salmonellosis).[1]"
SANDFLY FEVER VIRUS,"Sandfly (or sand fly) is a colloquial name for any species or genus of flying, biting, blood-sucking Dipteran encountered in sandy areas. In the United States, sandfly may refer to certain horse flies that are also known as ""greenheads"" (family Tabanidae), or to members of the family Ceratopogonidae, also known in Florida and elsewhere as a sand gnat, sandflea, no-see-um (no-see-em, noseeum), granny nipper, chitra, punkie, or punky. Outside the United States, sandfly may refer to members of the subfamily Phlebotominae within the Psychodidae. Biting midges (Ceratopogonidae) are sometimes called sand flies or no-see-ums (no-see-em, noseeum). New Zealand sandflies are in the Austrosimulium genus, a type of black fly.[1]
While horse flies are large flies, noseeums (sandfleas) and some Old-World sandflies are tiny midges. Sandfly bites may leave large, red itchy bumps that may turn into a rash. These bumps are frequently several times as itchy as mosquito bites, and tend to last longer as well.
In the various sorts of sandfly only the female is responsible for biting and sucking the blood of mammals, reptiles and birds. She requires the protein in the blood to make her eggs.
Some sandfly genera of the Phlebotominae subfamily are the primary vectors of leishmaniasis and pappataci fever; both diseases are confusingly referred to as sandfly fever. In the New World, leishmaniasis is spread by sand flies of the genus Lutzomyia; in the Old World, the disease is spread by sandflies of the genus Phlebotomus. Belize and Honduras are notorious in the Caribbean for their sandfly populations and travel pages frequently warn tourists to bring bug spray containing high concentrations of DEET."
SCEDOSPORIUM,No entry
SCHISTOSOMA,"A genus of trematodes, Schistosoma, commonly known as blood-flukes, are parasitic flatworms responsible for a highly significant group of infections in humans termed schistosomiasis. Schistosomiasis is considered by the World Health Organization as the second most socioeconomically devastating parasitic disease, (after malaria), with hundreds of millions infected worldwide.[1][2]
Adult flatworms parasitize blood capillaries of either the mesenteries or plexus of the bladder, depending on the infecting species. They are unique among trematodes and any other flatworms in that they are dioecious with distinct sexual dimorphism between male and female. Thousands of eggs are released and reach either the bladder or the intestine (according to the infecting species), and these are then excreted in urine or feces to fresh water. Larvae must then pass through an intermediate snail host, before the next larval stage of the parasite emerges that can infect a new mammalian host by directly penetrating the skin."
SCOPULARIOPSIS,"Scopulariopsis is a genus of anamorphic fungi that are saprobic and pathogenic to animals.[1] The widespread genus contains 22 species.[2] Scopulariopsis belongs to the group Hyphomycetes. These species are commonly found in soil, decaying wood, and various other plant and animal products. In indoor environment Scopulariopsis is found on dry walls, cellulose board, wallpaper, wood, and mattress dust. Species of Scopulariopsis have also been isolated from carpets, hospital floors, swimming pools, wooden food packing, shoes and wood pulp. Scopulariopsis species are sometimes encountered growing on meat in storage. Some of the common species are S. brevicaulis, S. brumptii, S. candida and S. asperula"
SERRATIA,"Serratia is a genus of Gram-negative, facultatively anaerobic, rod-shaped bacteria of the Enterobacteriaceae family. The most common species in the genus, S. marcescens, is normally the only pathogen and usually causes nosocomial infections. However, rare strains of S. plymuthica, S. liquefaciens, S. rubidaea, and S. odoriferae have caused diseases through infection.[2] Members of this genus produce characteristic red pigment, prodigiosin, and can be distinguished from other members of the family Enterobacteriaceae by their unique production of three enzymes: DNase, lipase, and gelatinase.[3]"
SHEWANELLA,"Shewanella is the sole genus included in the Shewanellaceae family of marine bacteria, some species within it were formerly classed as Alteromonas. Shewanella bacteria are a normal component of the surface flora of fish and are implicated in fish spoilage."
SHIGELLA,"Shigella is a genus of Gram-negative, facultative anaerobic, nonspore-forming, nonmotile, rod-shaped bacteria closely related to Salmonella. The genus is named after Kiyoshi Shiga, who first discovered it in 1897.[1]
The causative agent of human shigellosis, Shigella causes disease in primates, but not in other mammals.[2][page needed] It is only naturally found in humans and apes.[3][4] During infection, it typically causes dysentery.[5] Shigella is one of the leading bacterial causes of diarrhea worldwide. Insufficient data exist, but conservative estimates suggest Shigella causes about 90 million cases of severe dysentery, with at least 100,000 of these resulting in death each year, mostly among children in the developing world.[6]"
SLACKIA,"Slackia is a genus of Actinobacteria, in the family Coriobacteriaceae."
SMALL ROUND VIRUS,No entry
SNEATHIA,No entry
SOLOBACTERIUM,"Solobacterium moorei is a bacterium that has been identified as a contributor to halitosis.[1] It is a gram-positive anaerobic bacillus.,[2] erroneously known as Bulleidia moorei.[3] This particular strain was identified by Kageyama and Benno in 2000, previously an unclassified Clostridium group RCA59.[4]
The genus Solobacterium is in the family Erysipelotrichaceae of the order Erysipelotrichales.[3]"
SPHINGOBACTERIUM,Sphingobacterium is a genus in the family Sphingobacteriaceae. The genus Sphingobacterium is characterized by the high concentrations of sphingophospholipids as lipid components.
SPHINGOMONAS,"Sphingomonas was defined in 1990 as a group of Gram-negative, rod-shaped, chemoheterotrophic, strictly aerobic bacteria. They possess ubiquinone 10 as their major respiratory quinone, contain glycosphingolipids (GSLs) instead of lipopolysaccharide (LPS) in their cell envelopes, and typically produce yellow-pigmented colonies.[1]
By 2001, the genus included more than 20 species that were quite diverse in terms of their phylogenetic, ecological, and physiological properties. As a result, the Sphingomonas were subdivided into four genera: Sphingomonas, Sphingobium, Novosphingobium, Sphingosinicella, and Sphingopyxis. These genera are commonly referred to collectively as sphingomonads. The sphingomonads are widely distributed in nature, having been isolated from many different land and water habitats, as well as from plant root systems, clinical specimens, and other sources; this is due to their ability to survive in low concentrations of nutrients, as well as to metabolize a wide variety of carbon sources. Numerous strains have been isolated from environments contaminated with toxic compounds, where they display the ability to utilize the contaminants as nutrients.[1]
Some of the sphingomonads (especially Sphingomonas paucimobilis) also play a role in human disease, primarily by causing a range of mostly nosocomial, non-life-threatening infections that typically are easily treated by antibiotic therapy.[2][3]
Due to their biodegradative and biosynthetic capabilities, sphingomonads have been utilised for a wide range of biotechnological applications, from bioremediation of environmental contaminants to production of extracellular polymers such as sphingans (e.g., gellan, welan, and rhamsan) used extensively in the food and other industries[citation needed]. The shorter carbohydrate moiety of GSL compared to that of LPS results in the cell surface being more hydrophobic than that of other Gram-negative bacteria, probably accounting for both Sphingomonas' sensitivity to hydrophobic antibiotics and its ability to degrade hydrophobic polycyclic aromatic hydrocarbons.[1] One strain, Sphingomonas sp. 2MPII, can degrade 2-methylphenanthrene.[4] In May 2008, Daniel Burd, a 16-year-old Canadian, won the Canada-Wide Science Fair in Ottawa after discovering that Sphingomonas can degrade over 40% of the weight of plastic bags (Polyethylene) in less than three months.[5]
A Sphingomonas sp. strain BSAR-1 expressing a high activity alkaline phosphatase (PhoK) has also been applied for bioprecipitation of uranium from alkaline solutions. The precipitation ability was enhanced by overexpressing PhoK protein in E. coli. This is the first report of bioprecipitation of uranium under alkaline conditions.[6]"
SPOROTHRIX,"Sporothrix is a ubiquitous genus of soil-dwelling fungus discovered by Schenck in 1898[1] and studied in more detail by Hektoen and Perkins.[2] The first described and best known species is Sporothrix schenckii, the causative agent of rose handler's disease.[3] New environmental[4] and pathogenic[5][6] species have been discovered with the potential for more to be found as molecular techniques advance."
SPOROTRICHUM,No entry
STAPHYLOCOCCUS,"Staphylococcus is a genus of Gram-positive bacteria. Under the microscope, they appear round (cocci), and form in grape-like clusters.[1]
The Staphylococcus genus includes at least 40 species. Of these, nine have two subspecies and one has three subspecies.[2] Most are harmless and reside normally on the skin and mucous membranes of humans and other organisms. Found worldwide, they are a small component of soil microbial flora.[3]"
STENOTROPHOMONAS,"Stenotrophomonas is a genus of Gram-negative bacteria.[1] With species ranging from common soil organisms (S. nitritireducens) to opportunistic human pathogens (S. maltophilia), the molecular taxonomy of the genus is still somewhat unclear.[2]"
STOMATOCOCCUS,No entry
STREPTOBACILLUS,"Streptobacillus is a genus of aerobic, gram-negative facultative anaerobe bacteria, which grow in culture as rods in chains.
Species associated with infection - S. moniliformis
Reported susceptibilities and therapies - penicillin, erythromycin"
STREPTOCOCCUS,"Streptococcus is a genus of coccus (spherical) Gram-positive bacteria belonging to the phylum Firmicutes[3] and the Lactobacillales (lactic acid bacteria) order. Cellular division occurs along a single axis in these bacteria, and thus they grow in chains or pairs, hence the name from Greek streptos, meaning easily bent or twisted, like a chain (twisted chain).
Contrast this with Staphylococci, which divide along multiple axes and generate grape-like clusters of cells. Most Streptococci are oxidase- and catalase-negative, and many are facultative anaerobes.
In 1984, many organisms formerly considered Streptococcus were separated out into the genera Enterococcus and Lactococcus.[4] Currently, over 50 species are recognised in this genus."
STREPTOMYCES,"Streptomyces is the largest genus of Actinobacteria and the type genus of the family Streptomycetaceae.[1] Over 500 species of Streptomyces bacteria have been described.[2] As with the other Actinobacteria, streptomycetes are Gram-positive, and have genomes with high GC content.[3] Found predominantly in soil and decaying vegetation, most streptomycetes produce spores, and are noted for their distinct ""earthy"" odor that results from production of a volatile metabolite, geosmin.
Streptomycetes are characterised by a complex secondary metabolism.[3] They produce over two-thirds of the clinically useful antibiotics of natural origin (e.g., neomycin, cypemycin, grisemycin, bottromycins and chloramphenicol).[4][5] The now uncommonly used streptomycin takes its name directly from Streptomyces. Streptomycetes are infrequent pathogens, though infections in humans, such as mycetoma, can be caused by S. somaliensis and S. sudanensis, and in plants can be caused by S. caviscabies, S. acidiscabies, S. turgidiscabies and S. scabies."
STRONGYLOIDES,"Strongyloides (from Greek strongylos, round, + eidos, resemblance), Anguillula, or threadworm is a genus of small nematode parasites, belonging to the family Strongyloididae, commonly found in the small intestine of mammals (particularly ruminants), that are characterized by an unusual life cycle that involves one or several generations of free-living adult worms.
Human infection, strongyloidiasis, is chiefly caused by Strongyloides stercoralis, widespread in all tropical regions, or by Strongyloides fuelleborni, a parasite of primates in African and Asian tropics and of humans in African tropics and New Guinea. Other species include Strongyloides papillosus found in cows, pigs, sheep, goats, rabbits, and rats, Strongyloides ransomi found in pigs and Strongyloides ratti, found in rats."
SUTTONELLA,No entry
TAENIA,"Taenia is a genus of tapeworms (a type of helminth) that includes some important parasites of livestock. Members of the genus are responsible for taeniasis and cysticercosis in humans, which are a type of helminthiasis belonging to the group of neglected tropical diseases. More than 100 species are recorded. They are morphologically characterized by a ribbon-like body composed of a series of segments called proglottids; hence the name Taenia (Greek tainia meaning ribbon, bandage, or stripe). The anterior end of the body is the scolex. Not all members of the genus Taenia have an armed scolex (hooks and/or spines located in the ""head"" region), for example, Taenia saginata has an unarmed scolex, while Taenia solium has an armed scolex.[1]
Proglottids have a central ovary, with a vitellarium (yolk gland) posterior to it. As in all cyclophyllid cestodes, a genital pore occurs on the side of the proglottid. Eggs are released when the proglottid deteriorates, so a uterine pore is unnecessary."
TETANUS CLINICAL WITH NO ORGANISM,"Tetanus, also known as lockjaw, is an infection characterized by muscle spasms. In the most common type the spasms begin in the jaw and then progress to the rest of the body. These spasms usually last a few minutes each time and occur frequently for three to four weeks.[1] Spasms may be so severe that bone fractures may occur.[2] Other symptoms may include fever, sweating, headache, trouble swallowing, high blood pressure, and a fast heart rate.[1][2] Onset of symptoms is typically three to twenty-one days following infection. It may take months to recover. About 10% of those infected die.[1]
Tetanus is caused by an infection with the bacterium Clostridium tetani,[1] which is commonly found in soil, dust and manure.[3] The bacteria generally enter through a break in the skin such as a cut or puncture wound by a contaminated object.[3] They produce toxins that interfere with muscle contractions, resulting in the typical symptoms.[4] Diagnosis is based on the presenting signs and symptoms. The disease does not spread between people.[1]
Infection can be prevented by proper immunization with the tetanus vaccine. In those who have a significant wound and less than three doses of the vaccine both immunization and tetanus immune globulin are recommended. In those who are infected tetanus immune globulin or if not available intravenous immunoglobulin (IVIG) is used. The wound should be cleaned and any dead tissue removed.[1] Muscle relaxants may be used to control spasms. Mechanical ventilation may be required if a person's breathing is affected.[4]
Tetanus occurs in all parts of the world but is most frequent in hot and wet climates where the soil contains a lot of organic matter.[1] In 2013 it caused about 59,000 deaths - down from 356,000 in 1990.[5] Description of the disease by Hippocrates exists from at least as far back as the 5th century BCE. The cause of the disease was determined in 1884 by Antonio Carle and Giorgio Rattone at the University of Turin with a vaccine being developed in 1924.[1]"
TICK,"Ticks are small arachnids in the order Parasitiformes.[1][2][3] Along with mites, they constitute the subclass Acarina. Ticks are ectoparasites (external parasites), living by hematophagy on the blood of mammals, birds, and sometimes reptiles and amphibians. Ticks are vectors of a number of diseases that affect both humans and other animals.
Despite their poor reputation among human communities, ticks may play an ecological role by ailing infirm animals and preventing overgrazing of plant resources.[4]"
TOXOCARA,No entry
